Gmt time,Open,High,Low,Close,Volume
07.01.2024 10:00:00.000,43911,43959,43891,43934,0.02
07.01.2024 11:00:00.000,43932,44080,43932,44033,0.02
07.01.2024 12:00:00.000,44033,44103,43943,44060,0.02
07.01.2024 13:00:00.000,44061,44406,44052,44368,0.03
07.01.2024 14:00:00.000,44368,44439,44268,44349,0.03
07.01.2024 15:00:00.000,44364,44400,43918,44034,0.04
07.01.2024 16:00:00.000,44033,44145,43958,44096,0.02
07.01.2024 17:00:00.000,43875,44050,43707,44037,0.04
07.01.2024 18:00:00.000,44037,44134,44015,44082,0.02
07.01.2024 19:00:00.000,44082,44221,44017,44217,0.02
07.01.2024 20:00:00.000,44216,44235,44098,44104,0.02
07.01.2024 21:00:00.000,44104,44212,44094,44205,0.02
07.01.2024 22:00:00.000,44192,44192,43738,43842,0.03
07.01.2024 23:00:00.000,43842,43985,43555,43883,0.1
08.01.2024 00:00:00.000,43890,43946,43596,43611,0.11
08.01.2024 01:00:00.000,43613,43791,43573,43676,0.1
08.01.2024 02:00:00.000,43676,43781,43157,43329,0.1
08.01.2024 03:00:00.000,43331,43529,43188,43481,0.12
08.01.2024 04:00:00.000,43481,43570,43391,43566,0.09
08.01.2024 05:00:00.000,43564,43608,43433,43604,0.09
08.01.2024 06:00:00.000,43603,44237,43555,43874,0.12
08.01.2024 07:00:00.000,43874,44035,43756,43940,0.11
08.01.2024 08:00:00.000,43940,44041,43819,43832,0.01
08.01.2024 09:00:00.000,43832,43884,43606,43691,0.01
08.01.2024 10:00:00.000,43682,44089,43680,44053,0.04
08.01.2024 11:00:00.000,44049,44649,43922,44590,0.04
08.01.2024 12:00:00.000,44590,45163,44415,45095,0.04
08.01.2024 13:00:00.000,45097,45143,44803,44892,0.03
08.01.2024 14:00:00.000,44892,45064,44717,44777,0.02
08.01.2024 15:00:00.000,44768,45319,44651,44958,0.03
08.01.2024 16:00:00.000,44959,45142,44806,44945,0.03
08.01.2024 17:00:00.000,44945,45666,44911,45659,0.04
08.01.2024 18:00:00.000,45659,46967,45659,46967,0.05
08.01.2024 19:00:00.000,46967,47244,46608,46993,0.05
08.01.2024 20:00:00.000,46994,47132,46700,46751,0.07
08.01.2024 21:00:00.000,46751,47184,46636,47052,0.07
08.01.2024 22:00:00.000,47052,47119,46826,46972,0.04
08.01.2024 23:00:00.000,46972,47097,46809,46929,0.05
09.01.2024 00:00:00.000,46931,47121,46222,46656,0.07
09.01.2024 01:00:00.000,46645,46765,46264,46520,0.06
09.01.2024 02:00:00.000,46520,46760,46452,46752,0.05
09.01.2024 03:00:00.000,46758,46945,46719,46887,0.04
09.01.2024 04:00:00.000,46887,46930,46656,46785,0.05
09.01.2024 05:00:00.000,46785,46818,46572,46693,0.05
09.01.2024 06:00:00.000,46693,46814,46637,46756,0.06
09.01.2024 07:00:00.000,46756,46901,46709,46796,0.04
09.01.2024 08:00:00.000,46792,46841,46494,46509,0.05
09.01.2024 09:00:00.000,46509,46659,46407,46470,0.06
09.01.2024 10:00:00.000,46468,46647,46361,46423,0.05
09.01.2024 11:00:00.000,46417,46604,46392,46576,0.09
09.01.2024 12:00:00.000,46590,46965,45511,46146,0.13
09.01.2024 13:00:00.000,46146,47000,46058,46810,0.09
09.01.2024 14:00:00.000,46810,46966,46477,46523,0.1
09.01.2024 15:00:00.000,46523,46967,46414,46830,0.1
09.01.2024 16:00:00.000,46831,46935,46695,46881,0.1
09.01.2024 17:00:00.000,46881,46890,46603,46683,0.32
09.01.2024 18:00:00.000,46683,46703,46466,46602,0.39
09.01.2024 19:00:00.000,46602,46850,46548,46841,0.39
09.01.2024 20:00:00.000,46841,46890,46563,46608,0.38
09.01.2024 21:00:00.000,46608,47913,44860,45358,0.42
09.01.2024 22:00:00.000,45368,46216,45277,46213,0.27
09.01.2024 23:00:00.000,46213,46213,45889,46058,0.23
10.01.2024 00:00:00.000,46058,46189,45752,45807,0.2
10.01.2024 01:00:00.000,45806,45901,45577,45882,0.19
10.01.2024 02:00:00.000,45878,46028,45831,45921,0.17
10.01.2024 03:00:00.000,45923,46155,45877,46072,0.15
10.01.2024 04:00:00.000,46072,46136,45903,45913,0.16
10.01.2024 05:00:00.000,45913,45981,45855,45932,0.16
10.01.2024 06:00:00.000,45932,46011,45838,45948,0.14
10.01.2024 07:00:00.000,45948,45982,45703,45727,0.17
10.01.2024 08:00:00.000,45727,45807,45283,45283,0.18
10.01.2024 09:00:00.000,45280,45642,45272,45615,0.18
10.01.2024 10:00:00.000,45612,45680,45502,45508,0.15
10.01.2024 11:00:00.000,45508,45611,45022,45470,0.19
10.01.2024 12:00:00.000,45470,45598,44372,44662,0.28
10.01.2024 13:00:00.000,44671,45350,44324,45097,0.25
10.01.2024 14:00:00.000,45097,45378,44794,44834,0.2
10.01.2024 15:00:00.000,44833,45572,44764,45520,0.2
10.01.2024 16:00:00.000,45520,45659,45157,45291,0.2
10.01.2024 17:00:00.000,45295,46413,45216,46372,0.21
10.01.2024 18:00:00.000,46386,46604,45986,46516,0.27
10.01.2024 19:00:00.000,46517,46675,46087,46476,0.3
10.01.2024 20:00:00.000,46476,46487,44873,46116,0.32
10.01.2024 21:00:00.000,46114,46260,45130,45908,0.25
10.01.2024 22:00:00.000,45912,46930,45744,46897,0.26
10.01.2024 23:00:00.000,46891,47664,46384,46630,0.33
11.01.2024 00:00:00.000,46636,46692,46280,46656,0.24
11.01.2024 01:00:00.000,46656,46745,46432,46491,0.22
11.01.2024 02:00:00.000,46491,46606,46478,46546,0.17
11.01.2024 03:00:00.000,46540,46571,46198,46479,0.19
11.01.2024 04:00:00.000,46478,46484,46304,46382,0.18
11.01.2024 05:00:00.000,46383,46402,45888,46053,0.18
11.01.2024 06:00:00.000,46053,46066,45585,45883,0.18
11.01.2024 07:00:00.000,45883,46126,45861,46065,0.13
11.01.2024 08:00:00.000,46063,46282,46030,46250,0.15
11.01.2024 09:00:00.000,46250,46309,46177,46189,0.16
11.01.2024 10:00:00.000,46188,46822,46178,46822,0.21
11.01.2024 11:00:00.000,46822,47109,46671,47024,0.26
11.01.2024 12:00:00.000,47024,47421,46912,47412,0.3
11.01.2024 13:00:00.000,47412,47412,46757,47288,0.36
11.01.2024 14:00:00.000,47288,48946,47186,48550,0.47
11.01.2024 15:00:00.000,48550,48619,46432,46704,0.29
11.01.2024 16:00:00.000,46704,46959,45717,45948,0.08
11.01.2024 17:00:00.000,45948,46501,45575,46449,0.06
11.01.2024 18:00:00.000,46459,46608,46222,46564,0.21
11.01.2024 19:00:00.000,46568,46699,46243,46661,0.32
11.01.2024 20:00:00.000,46661,46946,46085,46232,0.37
11.01.2024 21:00:00.000,46232,46415,46092,46115,0.29
11.01.2024 22:00:00.000,46115,46391,46060,46367,0.18
11.01.2024 23:00:00.000,46367,46452,46265,46301,0.2
12.01.2024 00:00:00.000,46301,46477,46047,46256,0.24
12.01.2024 01:00:00.000,46256,46292,45864,46099,0.25
12.01.2024 02:00:00.000,46100,46213,45958,46102,0.22
12.01.2024 03:00:00.000,46102,46148,45890,45963,0.18
12.01.2024 04:00:00.000,45962,46071,45835,45918,0.21
12.01.2024 05:00:00.000,45918,46172,45860,46156,0.13
12.01.2024 06:00:00.000,46156,46327,46067,46076,0.15
12.01.2024 07:00:00.000,46076,46110,45743,45966,0.28
12.01.2024 08:00:00.000,45970,45970,45601,45826,0.29
12.01.2024 09:00:00.000,45826,46034,45510,45888,0.26
12.01.2024 10:00:00.000,45888,46096,45803,46026,0.18
12.01.2024 11:00:00.000,46026,46218,45908,45917,0.25
12.01.2024 12:00:00.000,45917,46070,45650,45829,0.19
12.01.2024 13:00:00.000,45830,45904,45572,45743,0.22
12.01.2024 14:00:00.000,45743,45854,45223,45405,0.19
12.01.2024 15:00:00.000,45405,45423,44232,44361,0.07
12.01.2024 16:00:00.000,44361,44621,43172,43531,0.07
12.01.2024 17:00:00.000,43553,43718,43213,43682,0.06
12.01.2024 18:00:00.000,43682,43837,43251,43404,0.05
12.01.2024 19:00:00.000,43404,43662,43212,43388,0.06
12.01.2024 20:00:00.000,43388,43947,43370,43615,0.2
12.01.2024 21:00:00.000,43615,43823,43198,43364,0.03
12.01.2024 22:00:00.000,43365,43375,41387,42420,0.05
12.01.2024 23:00:00.000,42420,42875,42390,42710,0.02
13.01.2024 00:00:00.000,42710,42910,42688,42722,0.02
13.01.2024 01:00:00.000,42721,42813,42446,42587,0.02
13.01.2024 02:00:00.000,42592,42777,42450,42461,0.02
13.01.2024 03:00:00.000,42456,42601,42363,42535,0.02
13.01.2024 04:00:00.000,42535,42784,42477,42764,0.01
13.01.2024 05:00:00.000,42764,43062,42695,43026,0.01
13.01.2024 06:00:00.000,43026,43109,42885,43080,0.01
13.01.2024 07:00:00.000,43081,43184,42996,43034,0.01
13.01.2024 08:00:00.000,43065,43206,43032,43133,0.02
13.01.2024 09:00:00.000,43132,43156,42826,42884,0.03
13.01.2024 10:00:00.000,42883,42887,42597,42661,0.03
13.01.2024 11:00:00.000,42660,42758,42480,42576,0.04
13.01.2024 12:00:00.000,42577,42705,42469,42652,0.03
13.01.2024 13:00:00.000,42652,42748,42567,42700,0.02
13.01.2024 14:00:00.000,42700,42907,42608,42817,0.03
13.01.2024 15:00:00.000,42816,43204,42816,43113,0.03
13.01.2024 16:00:00.000,43113,43141,42756,42849,0.04
13.01.2024 17:00:00.000,42849,42944,42734,42857,0.03
13.01.2024 18:00:00.000,42856,42863,42700,42762,0.02
13.01.2024 19:00:00.000,42761,42940,42744,42747,0.02
13.01.2024 20:00:00.000,42747,42876,42672,42828,0.02
13.01.2024 21:00:00.000,42829,42938,42788,42925,0.01
13.01.2024 22:00:00.000,42891,42994,42851,42951,0.01
13.01.2024 23:00:00.000,42952,42952,42769,42806,0.02
14.01.2024 00:00:00.000,42805,42846,42633,42650,0.02
14.01.2024 01:00:00.000,42649,42802,42639,42734,0.02
14.01.2024 02:00:00.000,42734,42782,42618,42736,0.02
14.01.2024 03:00:00.000,42735,42760,42608,42640,0.02
14.01.2024 04:00:00.000,42640,42648,42523,42541,0.02
14.01.2024 05:00:00.000,42542,42751,42540,42709,0.01
14.01.2024 06:00:00.000,42709,42942,42708,42939,0.01
14.01.2024 07:00:00.000,42939,43014,42854,42970,0.02
14.01.2024 08:00:00.000,42970,42986,42851,42951,0.01
14.01.2024 09:00:00.000,42950,43028,42786,43013,0.01
14.01.2024 10:00:00.000,43013,43024,42829,42846,0.01
14.01.2024 11:00:00.000,42848,42888,42741,42786,0.02
14.01.2024 12:00:00.000,42785,42805,42683,42717,0.02
14.01.2024 13:00:00.000,42718,42881,42703,42848,0.01
14.01.2024 14:00:00.000,42849,42962,42752,42779,0.02
14.01.2024 15:00:00.000,42779,42912,42766,42867,0.02
14.01.2024 16:00:00.000,42867,42922,42819,42888,0.02
14.01.2024 17:00:00.000,42886,42965,42834,42926,0.02
14.01.2024 18:00:00.000,42928,42963,42800,42854,0.02
14.01.2024 19:00:00.000,42854,42887,42597,42613,0.02
14.01.2024 20:00:00.000,42612,42689,42186,42468,0.04
14.01.2024 21:00:00.000,42468,42549,41957,42496,0.04
14.01.2024 22:00:00.000,42454,42559,41986,42232,0.02
14.01.2024 23:00:00.000,42232,42274,41679,41679,0.07
15.01.2024 00:00:00.000,41679,42316,41662,42242,0.06
15.01.2024 01:00:00.000,42242,42350,42137,42229,0.05
15.01.2024 02:00:00.000,42229,42366,42155,42356,0.05
15.01.2024 03:00:00.000,42356,42596,42343,42528,0.05
15.01.2024 04:00:00.000,42528,42591,42461,42554,0.04
15.01.2024 05:00:00.000,42552,42781,42530,42698,0.06
15.01.2024 06:00:00.000,42698,42747,42573,42606,0.04
15.01.2024 07:00:00.000,42606,42717,42484,42671,0.04
15.01.2024 08:00:00.000,42671,42727,42603,42627,0.03
15.01.2024 09:00:00.000,42626,42699,42554,42689,0.04
15.01.2024 10:00:00.000,42689,42701,42501,42511,0.04
15.01.2024 11:00:00.000,42512,42662,42500,42650,0.05
15.01.2024 12:00:00.000,42650,42674,42532,42614,0.04
15.01.2024 13:00:00.000,42626,42910,42564,42806,0.04
15.01.2024 14:00:00.000,42806,42823,42126,42152,0.07
15.01.2024 15:00:00.000,42152,42422,42108,42217,0.04
15.01.2024 16:00:00.000,42217,42500,42188,42472,0.04
15.01.2024 17:00:00.000,42472,42729,42462,42648,0.04
15.01.2024 18:00:00.000,42658,43324,42644,42951,0.05
15.01.2024 19:00:00.000,42951,43086,42785,42934,0.05
15.01.2024 20:00:00.000,42934,43069,42807,42890,0.04
15.01.2024 21:00:00.000,42907,42912,42654,42663,0.04
15.01.2024 22:00:00.000,42650,42747,42297,42545,0.1
15.01.2024 23:00:00.000,42566,42592,42429,42461,0.06
16.01.2024 00:00:00.000,42461,42624,42412,42558,0.05
16.01.2024 01:00:00.000,42558,42680,42497,42547,0.05
16.01.2024 02:00:00.000,42539,42685,42494,42655,0.04
16.01.2024 03:00:00.000,42655,42868,42630,42850,0.04
16.01.2024 04:00:00.000,42850,42903,42692,42724,0.04
16.01.2024 05:00:00.000,42724,42887,42693,42715,0.04
16.01.2024 06:00:00.000,42715,42724,42592,42668,0.04
16.01.2024 07:00:00.000,42668,42730,42560,42708,0.04
16.01.2024 08:00:00.000,42708,42973,42638,42955,0.05
16.01.2024 09:00:00.000,42955,43099,42834,42876,0.05
16.01.2024 10:00:00.000,42876,42910,42784,42812,0.03
16.01.2024 11:00:00.000,42814,42888,42712,42842,0.04
16.01.2024 12:00:00.000,42843,43103,42800,43101,0.04
16.01.2024 13:00:00.000,43101,43115,42699,42753,0.06
16.01.2024 14:00:00.000,42757,42902,42022,42652,0.06
16.01.2024 15:00:00.000,42652,43268,42508,43203,0.13
16.01.2024 16:00:00.000,43203,43376,42977,43211,0.15
16.01.2024 17:00:00.000,43211,43211,42996,43006,0.04
16.01.2024 18:00:00.000,43006,43119,42797,42979,0.05
16.01.2024 19:00:00.000,42979,43138,42910,43123,0.03
16.01.2024 20:00:00.000,43123,43329,43019,43165,0.05
16.01.2024 21:00:00.000,43165,43529,43154,43402,0.06
16.01.2024 22:00:00.000,43402,43453,43166,43172,0.04
16.01.2024 23:00:00.000,43172,43250,43077,43101,0.04
17.01.2024 00:00:00.000,43103,43138,43020,43058,0.03
17.01.2024 01:00:00.000,43058,43153,42923,42933,0.02
17.01.2024 02:00:00.000,42933,43010,42883,42959,0.02
17.01.2024 03:00:00.000,42959,42988,42808,42814,0.03
17.01.2024 04:00:00.000,42814,42876,42742,42805,0.03
17.01.2024 05:00:00.000,42805,42874,42722,42735,0.03
17.01.2024 06:00:00.000,42735,42833,42725,42767,0.02
17.01.2024 07:00:00.000,42767,42801,42576,42608,0.03
17.01.2024 08:00:00.000,42608,42703,42514,42684,0.03
17.01.2024 09:00:00.000,42682,42782,42631,42631,0.03
17.01.2024 10:00:00.000,42632,42804,42573,42791,0.03
17.01.2024 11:00:00.000,42791,42806,42620,42626,0.02
17.01.2024 12:00:00.000,42626,42742,42399,42731,0.03
17.01.2024 13:00:00.000,42731,42736,42476,42550,0.03
17.01.2024 14:00:00.000,42547,42879,42338,42519,0.05
17.01.2024 15:00:00.000,42526,42716,42425,42432,0.05
17.01.2024 16:00:00.000,42432,42514,42209,42299,0.04
17.01.2024 17:00:00.000,42299,42406,42152,42312,0.03
17.01.2024 18:00:00.000,42312,42551,42231,42543,0.03
17.01.2024 19:00:00.000,42543,42694,42508,42548,0.03
17.01.2024 20:00:00.000,42548,42823,42513,42687,0.05
17.01.2024 21:00:00.000,42675,42760,42556,42621,0.06
17.01.2024 22:00:00.000,42602,42659,42390,42652,0.12
17.01.2024 23:00:00.000,42652,42736,42561,42708,0.05
18.01.2024 00:00:00.000,42722,42733,42572,42600,0.05
18.01.2024 01:00:00.000,42610,42651,42458,42519,0.05
18.01.2024 02:00:00.000,42519,42670,42519,42589,0.04
18.01.2024 03:00:00.000,42589,42622,42486,42513,0.05
18.01.2024 04:00:00.000,42512,42639,42510,42590,0.06
18.01.2024 05:00:00.000,42592,42726,42561,42692,0.04
18.01.2024 06:00:00.000,42692,42813,42688,42716,0.05
18.01.2024 07:00:00.000,42716,42863,42716,42824,0.04
18.01.2024 08:00:00.000,42824,42876,42653,42673,0.03
18.01.2024 09:00:00.000,42673,42815,42659,42662,0.04
18.01.2024 10:00:00.000,42662,42695,42342,42368,0.04
18.01.2024 11:00:00.000,42368,42486,42342,42472,0.04
18.01.2024 12:00:00.000,42472,42484,42300,42384,0.03
18.01.2024 13:00:00.000,42385,42599,42308,42462,0.05
18.01.2024 14:00:00.000,42460,42677,42363,42677,0.06
18.01.2024 15:00:00.000,42653,42760,42549,42549,0.03
18.01.2024 16:00:00.000,42549,42571,41650,41853,0.05
18.01.2024 17:00:00.000,41853,42126,41440,41738,0.05
18.01.2024 18:00:00.000,41738,41834,41298,41444,0.05
18.01.2024 19:00:00.000,41439,41528,40786,40980,0.05
18.01.2024 20:00:00.000,40949,41262,40587,40768,0.05
18.01.2024 21:00:00.000,40723,41214,40676,41054,0.05
18.01.2024 22:00:00.000,41033,41305,40982,41283,0.13
18.01.2024 23:00:00.000,41287,41293,41138,41261,0.03
19.01.2024 00:00:00.000,41261,41322,41053,41239,0.04
19.01.2024 01:00:00.000,41253,41270,41054,41226,0.04
19.01.2024 02:00:00.000,41220,41246,41010,41043,0.04
19.01.2024 03:00:00.000,41046,41084,40688,41019,0.04
19.01.2024 04:00:00.000,40988,41139,40962,41038,0.05
19.01.2024 05:00:00.000,41038,41186,40990,41126,0.03
19.01.2024 06:00:00.000,41126,41460,41116,41400,0.04
19.01.2024 07:00:00.000,41400,41516,41191,41192,0.04
19.01.2024 08:00:00.000,41192,41288,41068,41220,0.04
19.01.2024 09:00:00.000,41220,41390,41163,41326,0.03
19.01.2024 10:00:00.000,41321,41435,41264,41401,0.03
19.01.2024 11:00:00.000,41401,41453,41307,41399,0.03
19.01.2024 12:00:00.000,41398,41450,41193,41256,0.03
19.01.2024 13:00:00.000,41248,41365,41211,41310,0.03
19.01.2024 14:00:00.000,41310,41401,40788,40879,0.04
19.01.2024 15:00:00.000,40881,41103,40658,40820,0.04
19.01.2024 16:00:00.000,40824,40890,40239,40343,0.06
19.01.2024 17:00:00.000,40345,41196,40234,41173,0.06
19.01.2024 18:00:00.000,41162,41924,40943,41723,0.06
19.01.2024 19:00:00.000,41722,41847,41515,41753,0.05
